Trt	Plot	Sample	Substrate	Enzyme_nm_g_hr	SampDate	RunDay
1wk	9	5	AG	21.02309494	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	AG	22.73596557	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	BG	341.4628004	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	BG	394.5387712	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	BG	374.5885135	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	BG	424.0313243	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	BX	26.77237379	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	BX	51.70676442	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	BX	39.38314495	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	BX	48.48799108	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	CBH	31.81781608	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	CBH	0.499807163	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	CBH	15.13285675	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	CBH	45.42525722	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	LAP	434.0315563	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	LAP	619.051015	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	LAP	449.5767395	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	LAP	419.3179983	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	NAG	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	NAG	16.54623418	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	NAG	6.945506429	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	NAG	20.19532605	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	PER1	9.692172511	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	PER1	2.944558225	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	PER1	1.267474214	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	PER1	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	PEROX	10.71538339	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	PEROX	13.2887603	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	PEROX	3.226484933	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	PEROX	1.996826797	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	PHENOX	1.023210879	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	PHENOX	10.34420208	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	PHENOX	1.95901072	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	PHENOX	3.071403873	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	9	5	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	9	5	PHOS	0	2017-07-12 00:00:00.000	2017-10-06 00:00:00.000
1wk	9	5	PHOS	0	2017-07-18 00:00:00.000	2017-09-20 00:00:00.000
4WK	9	5	PHOS	0	2017-08-08 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	AG	35.09902851	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	AG	10.58132835	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	AG	14.68097335	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	AG	22.96667789	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	BG	433.1460067	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	BG	254.4227178	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	BG	311.3632953	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	BG	480.4175832	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	BX	71.71085484	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	BX	24.80210283	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	BX	36.40445748	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	BX	55.71887071	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	CBH	47.73225508	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	CBH	6.871264888	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	CBH	48.79997374	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	LAP	436.4902685	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	LAP	441.2224925	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	LAP	342.1411244	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	LAP	609.6755093	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	NAG	31.17372859	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	NAG	7.14759476	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	NAG	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	NAG	33.11927831	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	PER1	3.475218861	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	PER1	0.357990214	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	PER1	1.870374274	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	PER1	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	PEROX	1.255487939	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	PEROX	3.343696017	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	PEROX	1.150455026	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	PEROX	2.467221997	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	PHENOX	2.985705804	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	PHENOX	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	PHENOX	3.231913073	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	1	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	1	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	1	PHOS	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	1	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	AG	10.48117517	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	AG	15.09576003	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	AG	13.46607324	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	AG	43.24748691	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	BG	354.9495421	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	BG	308.7006529	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	BG	349.7749639	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	BG	567.7636685	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	BX	40.42804139	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	BX	49.30741343	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	BX	43.47716454	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	BX	91.90187682	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	CBH	32.5137979	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	CBH	8.707036946	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	CBH	64.0753041	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	LAP	653.0717982	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	LAP	447.0828401	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	LAP	496.3012297	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	LAP	467.8784542	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	NAG	30.05647809	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	NAG	17.44070963	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	NAG	18.94333783	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	NAG	52.99001532	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	PER1	14.51170964	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	PER1	3.780700134	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	PER1	1.021205095	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	PER1	2.011084021	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	PEROX	13.37140932	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	PEROX	11.8448813	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	PEROX	4.384977425	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	PEROX	0.517775638	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	PHENOX	8.064181171	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	PHENOX	3.363772329	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	PHENOX	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	2	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	2	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	2	PHOS	55.96049397	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	2	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	AG	12.87113794	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	AG	24.04645683	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	AG	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	AG	28.52569289	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	BG	298.1208966	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	BG	421.8731507	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	BG	278.2371452	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	BG	560.4289656	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	BX	51.34006224	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	BX	70.31021905	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	BX	30.09718762	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	BX	66.24567993	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	CBH	39.20494603	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	CBH	12.2130023	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	CBH	58.72056299	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	LAP	417.8615011	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	LAP	511.119432	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	LAP	430.0431807	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	LAP	530.820115	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	NAG	13.07882135	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	NAG	40.54391355	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	NAG	9.887702996	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	NAG	16.87401038	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	PER1	4.93791415	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	PER1	4.535339097	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	PER1	4.6430037	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	PER1	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	PEROX	3.942885883	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	PEROX	5.84324368	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	PEROX	3.450270795	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	PEROX	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	PHENOX	1.307904582	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	PHENOX	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	PHENOX	0.774771067	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	3	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	3	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	3	PHOS	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	3	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	AG	17.08198009	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	AG	20.90141236	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	AG	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	AG	10.38055953	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	BG	389.8476309	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	BG	234.4616078	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	BG	142.8331618	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	BG	396.1042401	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	BX	48.1939975	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	BX	32.62208913	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	BX	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	BX	77.94572503	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	CBH	36.91460044	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	CBH	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	CBH	37.84405587	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	LAP	398.7957186	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	LAP	437.1837282	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	LAP	288.2695557	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	LAP	500.611128	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	NAG	31.66174679	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	NAG	25.40443909	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	NAG	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	NAG	28.61212454	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	PER1	2.936013298	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	PER1	2.231195761	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	PER1	3.231166508	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	PER1	9.261002184	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	PEROX	5.196688271	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	PEROX	8.55850704	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	PEROX	3.768302699	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	PEROX	9.070178704	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	PHENOX	2.260674973	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	PHENOX	6.327311279	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	PHENOX	0.537136191	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	PHENOX	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	4	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	4	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	4	PHOS	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	4	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	AG	8.722358844	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	AG	4.389157487	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	AG	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	AG	39.95541496	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	BG	462.0455081	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	BG	174.7157646	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	BG	197.2913269	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	BG	484.9269867	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	BX	76.32519189	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	BX	15.95437623	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	BX	28.12246579	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	BX	103.7725415	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	CBH	42.8002898	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	CBH	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	CBH	61.88853693	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	LAP	611.1100066	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	LAP	353.1476856	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	LAP	351.1369803	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	LAP	687.3381386	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	NAG	37.43731831	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	NAG	5.655641968	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	NAG	8.315317914	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	NAG	49.40991765	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	PER1	5.600223566	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	PER1	5.690376974	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	PER1	2.199500558	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	PER1	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	PEROX	9.604963612	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	PEROX	8.727996887	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	PEROX	2.437266715	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	PEROX	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	PHENOX	4.004740045	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	PHENOX	3.037619913	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	PHENOX	0.237766158	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	PHENOX	2.901617314	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	10	5	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	10	5	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	10	5	PHOS	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	10	5	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	AG	25.385967	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	AG	27.69819893	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	AG	28.57934619	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	AG	26.40330207	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	BG	502.6635654	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	BG	351.7230367	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	BG	424.8878006	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	BG	605.6846254	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	BX	72.85283169	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	BX	52.73932369	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	BX	63.88882892	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	BX	83.71472791	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	CBH	43.14809877	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	CBH	3.191249211	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	CBH	34.45921847	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	CBH	66.88725442	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	LAP	590.4827728	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	LAP	666.0211388	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	LAP	552.5239914	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	LAP	718.4373364	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	NAG	34.36444722	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	NAG	8.735710888	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	NAG	35.17939065	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	NAG	35.16217259	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	PER1	12.50907636	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	PER1	5.209307633	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	PER1	3.38665647	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	PER1	0.753754823	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	PEROX	13.34352967	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	PEROX	17.59837702	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	PEROX	5.612512859	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	PEROX	6.058085895	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	PHENOX	0.834453317	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	PHENOX	12.38906938	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	PHENOX	2.225856388	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	PHENOX	5.304331073	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	1	PHOS	24.68654249	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	1	PHOS	30.52064867	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	1	PHOS	54.40410819	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	1	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	AG	7.761651209	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	AG	46.19675175	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	AG	5.385038208	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	AG	30.36487647	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	BG	384.6540644	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	BG	378.2491507	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	BG	302.7368663	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	BG	440.9005346	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	BX	40.66121413	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	BX	52.43176249	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	BX	51.82069289	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	BX	78.20599627	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	CBH	27.88874682	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	CBH	16.1082101	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	CBH	48.96088095	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	LAP	535.1871212	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	LAP	651.6889436	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
